UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,L68046,L,300.2,310.8,1574,27.3,67,0,0,0,0,0,0
376,L26488,L,302.2,311.7,1441,50.4,35,0,0,0,0,0,0
377,M68841,M,298.1,308.8,1723,23.0,123,0,0,0,0,0,0
378,L10395,L,297.3,307.6,1680,28.6,221,0,0,0,0,0,0
379,M62669,M,297.4,309.3,1220,41.0,0,0,0,0,0,0,0
380,L20845,L,297.7,308.2,1496,49.3,246,1,0,0,0,1,0
381,L46059,L,301.2,312.3,1344,54.6,34,0,0,0,0,0,0
382,M28394,M,297.2,307.6,1311,49.8,75,0,0,0,0,0,0
383,M55906,M,299.4,309.7,1633,55.4,144,0,0,0,0,0,0
384,M69332,M,301.2,312.4,1462,41.7,79,0,0,0,0,0,0
385,M47305,M,300.8,311.5,1512,33.7,155,0,0,0,0,0,0
386,M52628,M,299.2,309.4,1418,51.7,31,0,0,0,0,0,0
387,L31352,L,300.4,310.6,1604,53.5,237,1,0,0,0,1,0
388,L96682,L,300.2,310.8,1659,49.2,182,0,0,0,0,0,0
389,M92971,M,299.6,308.9,1926,46.0,34,0,0,0,0,0,0
390,M61993,M,299.6,308.9,1505,53.8,127,0,0,0,0,0,0
391,H49386,H,304.5,315.9,1278,43.3,18,0,0,0,0,0,0
392,L66624,L,301.6,313.5,1447,39.7,92,0,0,0,0,0,0
393,L67065,L,305.0,314.0,1689,47.1,92,0,0,0,0,0,0
394,M95504,M,299.0,308.3,1399,44.7,242,0,0,0,0,0,0
395,L18539,L,299.8,311.0,1272,48.7,79,0,0,0,0,0,0
396,H11263,H,297.3,307.9,1403,38.6,3,0,0,0,0,0,0
397,M23305,M,298.4,309.1,1442,49.0,148,0,0,0,0,0,0
398,L63817,L,303.8,314.7,1344,48.4,112,0,0,0,0,0,0
399,M34398,M,299.0,308.7,1576,42.0,114,0,0,0,0,0,0
400,M85801,M,303.8,314.2,1523,32.4,171,0,0,0,0,0,0
401,L59107,L,297.5,307.8,1679,52.3,61,0,0,0,0,0,0
402,H42152,H,297.9,307.0,1458,27.9,128,0,0,0,0,0,0
403,L40624,L,299.3,309.6,1637,30.4,82,0,0,0,0,0,0
404,M66132,M,299.9,311.1,1449,41.6,50,0,0,0,0,0,0
405,L62979,L,301.8,311.5,1335,14.9,115,0,0,0,0,0,0
406,M68013,M,300.9,311.1,1440,55.3,107,0,0,0,0,0,0
407,L73797,L,299.2,309.4,1248,40.0,217,0,0,0,0,0,0
408,L61798,L,299.7,309.4,1858,55.2,203,1,0,0,0,1,0
409,H26650,H,299.4,310.0,1563,57.9,144,0,0,0,0,0,0
410,L36014,L,298.2,307.5,1395,38.4,36,0,0,0,0,0,0
411,L86421,L,298.2,309.6,1470,53.3,219,1,0,0,0,1,0
412,H17434,H,302.1,312.7,1099,29.3,35,0,0,0,0,0,0
413,H40028,H,296.3,305.4,1794,44.2,156,0,0,0,0,0,0
414,L76558,L,303.2,314.9,1777,35.2,68,0,0,0,0,0,0
415,M34331,M,299.3,309.5,1557,46.8,101,0,0,0,0,0,0
416,L77573,L,298.5,307.7,1595,48.7,130,0,0,0,0,0,0
417,L84292,L,301.5,312.6,1311,38.3,142,0,0,0,0,0,0
418,L56326,L,303.0,313.5,1324,45.3,194,0,0,0,0,0,0
419,M92979,M,302.2,310.5,1234,49.3,76,1,0,1,0,0,0
420,M14123,M,301.0,310.5,1509,41.8,196,0,0,0,0,0,0
421,M26603,M,302.2,312.5,1727,65.2,148,0,0,0,0,0,0
422,M75941,M,296.6,304.4,1469,38.5,104,0,0,0,0,0,0
423,L52597,L,299.0,309.0,1600,56.4,22,0,0,0,0,0,0
424,L73238,L,298.2,308.3,1713,51.3,46,0,0,0,0,0,0
425,L94238,L,302.4,311.3,1247,21.4,213,0,0,0,0,0,0
426,L52719,L,299.2,309.5,1868,54.8,33,0,0,0,0,0,0
427,L51751,L,301.7,311.7,1745,50.6,40,0,0,0,0,0,0
428,M96978,M,301.1,309.9,1629,41.0,217,0,0,0,0,0,0
429,L27693,L,298.3,309.2,1703,43.6,46,0,0,0,0,0,0
430,L99541,L,298.8,309.7,1711,44.8,158,0,0,0,0,0,0
431,L47697,L,302.6,312.3,1590,53.6,34,0,0,0,0,0,0
432,M39992,M,298.4,308.3,1793,35.8,134,0,0,0,0,0,0
433,M73825,M,300.2,311.0,1456,55.7,231,1,0,0,0,1,0
434,L19522,L,298.4,308.2,1620,29.1,44,0,0,0,0,0,0
435,L55406,L,299.4,307.4,1774,22.4,56,0,0,0,0,0,0
436,M22121,M,299.9,310.4,1056,45.8,223,0,0,0,0,0,0
437,L24219,L,298.4,307.6,1616,52.4,116,0,0,0,0,0,0
438,M11617,M,298.1,307.7,1667,38.1,149,0,0,0,0,0,0
439,M53016,M,300.6,312.0,1232,17.3,110,0,0,0,0,0,0
440,L60672,L,298.3,308.2,1588,25.1,69,0,0,0,0,0,0
441,L34276,L,298.4,308.4,1395,44.2,148,0,0,0,0,0,0
442,H82240,H,298.1,308.6,1609,39.8,236,0,0,0,0,0,0
443,L65735,L,299.8,310.3,1520,52.7,102,0,0,0,0,0,0
444,L27959,L,301.9,311.0,1368,40.6,48,0,0,0,0,0,0
445,M38522,M,303.0,313.0,1736,32.5,46,0,0,0,0,0,0
446,H66087,H,298.5,308.6,1463,43.0,100,0,0,0,0,0,0
447,H19953,H,304.3,314.6,1586,50.0,154,0,0,0,0,0,0
448,M36567,M,298.0,308.3,1773,53.4,9,0,0,0,0,0,0
449,L70523,L,302.2,314.8,1373,38.8,85,0,0,0,0,0,0
450,L72708,L,298.6,307.4,1539,40.6,171,0,0,0,0,0,0
451,M32560,M,298.3,309.2,1449,47.7,178,0,0,0,0,0,0
452,L68390,L,298.5,309.7,1489,32.4,145,0,0,0,0,0,0
453,L78149,L,299.9,310.4,1923,47.2,195,0,0,0,0,0,0
454,H46660,H,301.2,310.5,1619,37.6,236,0,0,0,0,0,0
455,L55104,L,301.3,313.0,1594,39.1,98,0,0,0,0,0,0
456,L67805,L,298.1,305.9,1631,39.9,229,0,0,0,0,0,0
457,L34496,L,298.0,307.3,1615,41.2,37,0,0,0,0,0,0
458,L93301,L,298.2,309.3,1211,59.0,35,0,0,0,0,0,0
459,L13515,L,299.8,309.4,1949,35.2,59,0,0,0,0,0,0
460,L14454,L,299.6,311.2,1275,35.7,195,0,0,0,0,0,0
461,L32873,L,298.1,306.6,1848,54.3,236,1,0,0,0,1,0
462,M83920,M,300.5,309.4,1648,44.3,73,0,0,0,0,0,0
463,M23727,M,304.5,314.0,1570,47.5,95,0,0,0,0,0,0
464,L79070,L,299.0,309.4,1483,29.6,73,0,0,0,0,0,0
465,H59979,H,299.1,308.9,2004,42.4,234,0,0,0,0,0,0
466,L35465,L,301.1,310.6,1646,48.0,172,0,0,0,0,0,0
467,L63900,L,298.9,310.3,1541,33.2,73,0,0,0,0,0,0
468,M69799,M,301.3,312.9,1442,46.2,202,0,0,0,0,0,0
469,L31330,L,298.6,308.1,1420,37.9,113,0,0,0,0,0,0
470,H18302,H,303.7,312.0,1547,33.5,230,0,0,0,0,0,0
471,L88443,L,300.7,308.5,1371,50.0,136,1,0,1,0,0,0
472,H99966,H,298.8,309.0,1659,51.2,12,0,0,0,0,0,0
473,L82717,L,298.8,309.5,1422,41.2,184,0,0,0,0,0,0
474,M22875,M,299.0,309.0,1717,44.4,233,0,0,0,0,0,0
475,L37219,L,302.7,312.7,1713,53.1,81,0,0,0,0,0,0
476,H46182,H,297.5,306.7,1528,36.0,110,0,0,0,0,0,0
477,L90541,L,298.7,309.3,1641,43.4,56,0,0,0,0,0,0
478,L52269,L,298.9,310.6,1650,36.1,164,0,0,0,0,0,0
479,H89781,H,300.0,307.8,1276,29.8,174,1,0,1,0,0,0
480,L16457,L,299.5,309.4,1847,36.0,10,0,0,0,0,0,0
481,M16749,M,297.0,306.0,1492,28.7,155,0,0,0,0,0,0
482,M43064,M,299.2,307.7,1662,44.1,5,0,0,0,0,0,0
483,L19821,L,299.8,308.7,1667,32.2,160,0,0,0,0,0,0
484,M88655,M,298.7,309.1,1092,26.0,141,0,0,0,0,0,0
485,L17664,L,301.4,311.8,1420,47.3,174,0,0,0,0,0,0
486,H39281,H,301.8,313.3,1688,46.6,28,0,0,0,0,0,0
487,L41821,L,299.8,309.9,1549,36.6,102,0,0,0,0,0,0
488,L34647,L,300.5,308.7,1661,46.9,142,0,0,0,0,0,0
489,H79918,H,295.7,305.4,1554,31.9,239,0,0,0,0,0,0
490,M91985,M,299.2,307.8,1758,36.2,183,0,0,0,0,0,0
491,L92799,L,302.0,310.8,1558,44.0,68,0,0,0,0,0,0
492,M84944,M,299.2,309.7,1792,50.2,85,0,0,0,0,0,0
493,L99142,L,298.5,308.7,1362,36.1,243,0,0,0,0,0,0
494,L37603,L,304.6,315.1,1515,34.0,158,0,0,0,0,0,0
495,L56458,L,303.6,313.3,1431,49.7,18,0,0,0,0,0,0
496,L80605,L,300.9,311.7,1607,46.0,242,1,0,0,0,1,0
497,L29623,L,302.3,311.9,1488,41.4,145,0,0,0,0,0,0
498,L54440,L,295.5,306.7,1496,51.7,185,0,0,0,0,0,0
499,H92427,H,298.4,308.8,1411,59.3,197,0,0,0,0,0,0
500,H17704,H,299.1,308.9,1455,43.5,200,0,0,0,0,0,0
501,M37460,M,299.5,309.7,1536,34.0,29,0,0,0,0,0,0
502,L93045,L,299.0,309.0,1176,44.9,222,0,0,0,0,0,0
503,L92805,L,294.9,306.5,1125,31.7,162,0,0,0,0,0,0
504,M83511,M,300.8,311.0,1548,52.3,16,0,0,0,0,0,0
505,M16565,M,301.1,311.1,1042,32.9,233,0,0,0,0,0,0
506,L98003,L,303.2,313.0,1503,38.0,143,0,0,0,0,0,0
507,H14870,H,298.4,309.3,1470,31.6,224,0,0,0,0,0,0
508,M28909,M,298.3,309.0,1635,41.7,67,0,0,0,0,0,0
509,H19117,H,294.6,304.4,1417,42.1,222,0,0,0,0,0,0
510,M77474,M,299.4,308.3,1818,47.3,32,0,0,0,0,0,0
511,M54322,M,301.8,310.9,1689,41.1,249,0,0,0,0,0,0
512,L30128,L,298.8,308.6,1267,40.4,241,0,0,0,0,0,0
513,H79001,H,304.3,315.6,1487,34.2,243,0,0,0,0,0,0
514,M10440,M,299.5,309.2,1811,37.0,35,0,0,0,0,0,0
515,L70955,L,300.3,309.7,1413,26.0,10,0,0,0,0,0,0
516,L59613,L,297.3,305.5,1528,53.8,187,0,0,0,0,0,0
517,L80949,L,300.6,312.1,1789,39.0,119,0,0,0,0,0,0
518,M21663,M,296.0,306.6,1441,56.2,3,0,0,0,0,0,0
519,H29547,H,301.4,312.2,1739,38.7,190,0,0,0,0,0,0
520,L91662,L,301.4,312.4,1375,21.0,242,0,0,0,0,0,0
521,L10005,L,302.7,312.6,1021,35.4,99,0,0,0,0,0,0
522,L17038,L,298.0,308.0,1757,39.9,4,0,0,0,0,0,0
523,H16414,H,300.3,311.8,1616,40.6,191,0,0,0,0,0,0
524,M97659,M,301.1,311.3,1628,46.6,84,0,0,0,0,0,0
525,M79506,M,300.9,311.5,1342,41.6,204,1,1,0,0,0,0
526,L86586,L,298.3,309.1,1356,36.5,131,0,0,0,0,0,0
527,L12606,L,295.2,305.9,1743,30.8,233,1,1,0,0,0,0
528,L26482,L,300.7,310.6,1581,35.9,113,0,0,0,0,0,0
529,L81873,L,299.7,309.7,1516,45.9,34,0,0,0,0,0,0
530,M43948,M,298.9,309.6,1577,48.4,25,0,0,0,0,0,0
531,M99987,M,301.5,312.3,1808,33.2,153,0,0,0,0,0,0
532,H30875,H,299.9,311.1,1667,49.9,18,0,0,0,0,0,0
533,H23057,H,297.4,307.9,1453,45.6,36,0,0,0,0,0,0
534,L42400,L,296.1,306.7,1286,31.1,138,0,0,0,0,0,0
535,M81458,M,297.7,307.3,1643,42.4,65,0,0,0,0,0,0
536,H78607,H,304.8,314.2,1372,43.6,127,0,0,0,0,0,0
537,M97561,M,301.4,312.2,1326,29.3,30,0,0,0,0,0,0
538,L37503,L,300.4,309.8,1773,26.4,145,0,0,0,0,0,0
539,L33765,L,299.6,309.6,1694,44.6,202,0,0,0,0,0,0
540,L56612,L,299.5,310.9,1607,35.4,43,0,0,0,0,0,0
541,H94335,H,302.3,313.6,1316,55.0,15,0,0,0,0,0,0
542,M91748,M,299.0,309.3,1858,57.0,185,0,0,0,0,0,0
543,L19428,L,301.2,310.9,1722,44.6,1,0,0,0,0,0,0
544,M41419,M,299.3,309.2,1483,49.4,58,0,0,0,0,0,0
545,M75195,M,303.9,314.7,1445,29.7,245,0,0,0,0,0,0
546,L83695,L,301.5,311.4,1552,26.6,223,0,0,0,0,0,0
547,L99846,L,302.5,311.9,1452,38.5,119,0,0,0,0,0,0
548,M49142,M,298.8,310.0,1933,27.1,249,0,0,0,0,0,0
549,L81540,L,302.1,312.3,1468,43.0,175,0,0,0,0,0,0
550,M48289,M,299.4,308.8,1346,32.1,239,0,0,0,0,0,0
551,L86948,L,300.2,310.7,1822,41.8,213,0,0,0,0,0,0
552,M68951,M,303.3,314.2,1436,38.2,163,0,0,0,0,0,0
553,L21755,L,297.9,306.9,1678,46.2,7,0,0,0,0,0,0
554,L94553,L,300.4,310.2,1658,43.2,35,0,0,0,0,0,0
555,M13890,M,300.9,310.6,1527,35.9,106,0,0,0,0,0,0
556,L27175,L,301.0,311.5,1363,26.3,24,0,0,0,0,0,0
557,L84727,L,299.1,309.7,1529,41.5,167,0,0,0,0,0,0
558,L75687,L,304.2,313.6,1328,22.5,124,0,0,0,0,0,0
559,M94983,M,297.4,305.9,1533,52.3,235,1,0,0,0,1,0
560,M98287,M,302.9,313.9,1676,45.2,222,1,1,0,0,0,0
561,M34288,M,302.4,311.3,1845,48.3,3,0,0,0,0,0,0
562,L56629,L,303.8,314.1,1343,30.2,230,0,0,0,0,0,0
563,L57800,L,296.8,306.7,1493,43.4,108,0,0,0,0,0,0
564,L47367,L,298.3,308.4,1444,33.3,170,0,0,0,0,0,0
565,L87810,L,303.0,314.6,1586,41.4,201,1,1,0,0,0,0
566,L87754,L,296.2,309.3,1265,30.0,154,0,0,0,0,0,0
567,L99328,L,296.8,305.2,1371,39.1,232,1,0,1,0,0,0
568,L78513,L,299.0,310.0,1235,26.2,165,0,0,0,0,0,0
569,H92762,H,300.4,310.2,1280,38.3,208,0,0,0,0,0,0
570,L39022,L,303.2,314.2,1419,23.5,108,0,0,0,0,0,0
571,L79329,L,299.6,310.6,1837,57.3,165,0,0,0,0,0,0
572,M69414,M,298.8,310.2,1600,41.5,119,0,0,0,0,0,0
573,L11659,L,300.6,310.9,1549,40.0,191,0,0,0,0,0,0
574,M67941,M,300.9,310.0,1779,46.6,216,0,0,0,0,0,0
575,M47930,M,300.9,311.8,1606,27.0,144,0,0,0,0,0,0
576,H53473,H,299.6,309.8,1623,32.1,140,0,0,0,0,0,0
577,L65598,L,296.1,305.9,1453,45.2,84,0,0,0,0,0,0
578,H26040,H,298.2,307.7,1423,41.5,78,0,0,0,0,0,0
579,L79806,L,302.8,313.8,1303,32.7,111,0,0,0,0,0,0
580,L23286,L,300.4,312.0,1430,46.4,116,0,0,0,0,0,0
581,L79139,L,299.4,308.2,1487,42.9,23,0,0,0,0,0,0
582,H65916,H,302.2,312.9,1599,44.9,6,0,0,0,0,0,0
583,L27600,L,297.7,307.4,1531,43.8,191,0,0,0,0,0,0
584,L12291,L,299.5,308.1,1472,33.1,116,0,0,0,0,0,0
585,M23123,M,300.3,310.4,1374,39.1,236,0,0,0,0,0,0
586,L13811,L,299.1,308.3,1609,21.4,62,0,0,0,0,0,0
587,L88883,L,300.2,308.6,1448,34.8,229,0,0,0,0,0,0
588,L41276,L,299.6,308.8,1601,37.5,231,0,0,0,0,0,0
589,L64145,L,297.2,306.2,1195,46.1,149,0,0,0,0,0,0
590,L56619,L,300.4,309.7,1598,45.0,105,0,0,0,0,0,0
591,L91049,L,297.3,306.0,1671,32.4,180,0,0,0,0,0,0
592,M80678,M,300.3,309.9,1648,32.2,73,0,0,0,0,0,0
593,L98782,L,302.7,312.0,1502,52.9,224,1,0,0,0,1,0
594,L36714,L,299.4,309.8,1701,37.0,11,0,0,0,0,0,0
595,M65685,M,297.7,308.3,1310,41.0,199,0,0,0,0,0,0
596,L22194,L,299.7,310.0,1522,47.7,103,0,0,0,0,0,0
597,M83062,M,298.3,308.1,1503,39.1,124,0,0,0,0,0,0
598,L74037,L,301.2,310.9,1723,38.4,21,0,0,0,0,0,0
599,L29362,L,299.7,308.9,1176,36.8,230,0,0,0,0,0,0
600,L64499,L,303.4,312.6,1348,34.8,166,0,0,0,0,0,0
601,L56281,L,302.3,313.0,1850,41.3,46,0,0,0,0,0,0
602,L72813,L,299.7,307.9,1102,21.7,191,1,0,1,0,0,0
603,L54852,L,301.4,311.4,1683,36.3,43,0,0,0,0,0,0
604,L57836,L,299.2,308.9,1412,45.3,15,0,0,0,0,0,0
605,L14595,L,300.1,310.7,1583,44.1,58,0,0,0,0,0,0
606,L25402,L,299.3,307.9,1791,54.0,239,1,0,0,0,1,0
607,L75283,L,301.5,311.5,1590,48.2,33,0,0,0,0,0,0
608,L98131,L,302.9,313.2,1794,44.0,173,0,0,0,0,0,0
609,L52723,L,301.6,309.7,1449,40.2,207,0,0,0,0,0,0
610,M61322,M,301.8,310.8,1473,35.4,205,0,0,0,0,0,0
611,L56764,L,301.8,311.8,1678,44.9,197,0,0,0,0,0,0
612,M34911,M,301.1,311.6,1459,43.1,54,0,0,0,0,0,0
613,M29405,M,297.7,307.9,1644,36.2,119,0,0,0,0,0,0
614,L68122,L,303.4,314.0,1749,31.3,113,0,0,0,0,0,0
615,M99756,M,303.6,312.5,1693,39.4,73,0,0,0,0,0,0
616,H13447,H,299.5,307.9,1255,51.4,23,1,0,1,0,0,0
617,L63143,L,299.3,309.3,1476,41.0,154,0,0,0,0,0,0
618,L72906,L,301.2,310.0,1588,40.2,110,0,0,0,0,0,0
619,M20662,M,301.1,310.2,1494,44.1,241,0,0,0,0,0,0
620,M73001,M,299.6,310.5,1552,44.7,200,0,0,0,0,0,0
621,L68282,L,297.5,307.7,1590,42.4,239,0,0,0,0,0,0
622,L14899,L,300.6,310.0,1443,39.5,143,0,0,0,0,0,0
623,L38582,L,301.1,310.4,1503,34.8,129,0,0,0,0,0,0
624,L77471,L,301.5,312.1,1326,49.9,158,0,0,0,0,0,0
625,M52213,M,300.7,310.9,1452,35.6,62,0,0,0,0,0,0
626,L85871,L,299.5,308.2,1264,55.6,46,0,0,0,0,0,0
627,L93205,L,302.0,310.0,1558,41.4,18,0,0,0,0,0,0
628,M84081,M,300.1,312.0,1503,40.4,55,0,0,0,0,0,0
629,L93805,L,299.1,307.8,1374,47.5,10,0,0,0,0,0,0
630,L47830,L,299.6,310.2,1857,33.4,85,0,0,0,0,0,0
631,M17066,M,296.5,308.0,1494,45.6,220,0,0,0,0,0,0
632,M20712,M,299.6,309.8,1589,41.0,120,0,0,0,0,0,0
633,L91527,L,301.4,310.8,1423,44.0,222,0,0,0,0,0,0
634,L75365,L,300.7,309.3,1463,33.1,135,0,0,0,0,0,0
635,L97185,L,303.0,311.6,1596,33.0,73,0,0,0,0,0,0
636,L40806,L,299.5,309.9,1478,21.6,133,0,0,0,0,0,0
637,L22210,L,301.0,312.4,1538,35.3,158,0,0,0,0,0,0
638,L46972,L,301.6,311.2,1682,34.8,242,0,0,0,0,0,0
639,L44136,L,304.7,314.1,1445,33.3,98,0,0,0,0,0,0
640,L54297,L,300.3,311.0,1299,38.8,49,0,0,0,0,0,0
641,L25945,L,297.9,307.2,1264,40.5,103,0,0,0,0,0,0
642,L52477,L,301.7,312.0,1795,44.9,249,1,0,0,0,1,0
643,L89180,L,303.7,313.8,1704,45.5,28,0,0,0,0,0,0
644,L80453,L,299.4,308.9,1655,46.4,20,0,0,0,0,0,0
645,L95404,L,301.7,311.7,1459,46.8,168,0,0,0,0,0,0
646,M87413,M,302.5,314.2,1299,42.6,68,0,0,0,0,0,0
647,L23224,L,302.0,312.6,1487,40.5,196,0,0,0,0,0,0
648,M13052,M,300.3,311.3,1521,49.2,87,0,0,0,0,0,0
649,M37272,M,298.6,307.7,1335,46.8,78,0,0,0,0,0,0
650,L51150,L,299.8,310.9,1274,25.1,183,0,0,0,0,0,0
651,L27316,L,300.9,311.6,1228,38.2,27,0,0,0,0,0,0
652,L63389,L,301.8,310.3,1655,21.9,161,0,0,0,0,0,0
653,L73332,L,300.7,311.2,1322,21.7,55,0,0,0,0,0,0
654,M17240,M,299.2,308.7,1593,34.8,204,0,0,0,0,0,0
655,L78774,L,301.1,309.6,1466,38.6,182,0,0,0,0,0,0
656,L53175,L,301.7,311.8,1643,35.7,171,0,0,0,0,0,0
657,L10565,L,300.8,311.3,1598,22.2,159,0,0,0,0,0,0
658,L97298,L,298.3,308.5,1496,47.6,123,0,0,0,0,0,0
659,M81094,M,299.6,309.5,1561,32.9,213,0,0,0,0,0,0
660,L26375,L,301.9,311.6,1518,44.8,28,0,0,0,0,0,0
661,L35710,L,297.2,309.7,1427,33.1,2,0,0,0,0,0,0
662,H59895,H,295.8,304.6,1713,34.9,68,0,0,0,0,0,0
663,M86639,M,303.0,313.9,1462,44.2,241,1,1,0,0,0,0
664,L25174,L,301.0,311.0,1522,36.4,10,0,0,0,0,0,0
665,L97329,L,301.2,310.4,1284,41.6,175,0,0,0,0,0,0
666,L37597,L,297.8,307.8,1587,42.7,104,0,0,0,0,0,0
667,L84289,L,301.5,310.1,1428,25.7,52,0,0,0,0,0,0
668,L48397,L,300.6,310.0,1452,44.7,55,0,0,0,0,0,0
669,L81854,L,296.8,306.8,1387,30.6,180,0,0,0,0,0,0
670,L43069,L,302.8,311.3,1515,28.8,153,0,0,0,0,0,0
671,L95687,L,300.3,310.8,1178,32.7,136,0,0,0,0,0,0
672,M50274,M,299.2,308.2,1660,48.0,107,0,0,0,0,0,0
673,L84237,L,299.2,307.8,1531,24.0,202,0,0,0,0,0,0
674,L82498,L,296.0,304.9,1454,46.4,192,0,0,0,0,0,0
675,L48197,L,301.2,313.4,1260,43.3,101,0,0,0,0,0,0
676,H58634,H,300.5,308.5,1615,40.6,236,0,0,0,0,0,0
677,L40041,L,299.6,310.0,1424,42.4,55,0,0,0,0,0,0
678,L17248,L,302.6,311.8,1771,37.0,27,0,0,0,0,0,0
679,H95365,H,297.2,306.9,1625,46.7,150,0,0,0,0,0,0
680,M12203,M,298.8,309.4,1812,35.7,158,0,0,0,0,0,0
681,M61986,M,298.3,308.9,1562,23.7,193,0,0,0,0,0,0
682,L35370,L,299.4,308.8,1730,39.1,188,0,0,0,0,0,0
683,L45247,L,300.1,308.8,1620,47.9,81,0,0,0,0,0,0
684,M85922,M,300.9,311.5,1457,44.8,15,0,0,0,0,0,0
685,H10434,H,299.3,309.9,1571,58.0,186,0,0,0,0,0,0
686,L72982,L,298.2,308.0,1388,37.4,233,0,0,0,0,0,0
687,L75180,L,303.4,313.8,1908,38.3,208,0,0,0,0,0,0
688,L44474,L,304.8,314.4,1519,37.6,175,0,0,0,0,0,0
689,M34644,M,300.3,309.5,1542,32.2,16,0,0,0,0,0,0
690,L48493,L,298.5,308.5,1607,35.2,238,0,0,0,0,0,0
691,L93824,L,303.0,313.5,1343,29.6,34,0,0,0,0,0,0
692,L13959,L,297.1,307.4,1774,17.1,94,0,0,0,0,0,0
693,L57289,L,299.3,309.8,1354,34.1,226,0,0,0,0,0,0
694,L21143,L,298.6,307.8,1313,40.1,186,0,0,0,0,0,0
695,L49593,L,297.7,309.3,1508,46.2,215,0,0,0,0,0,0
696,M49115,M,299.4,309.1,1309,34.2,168,0,0,0,0,0,0
697,L32540,L,298.3,308.2,1817,34.3,36,0,0,0,0,0,0
698,L45481,L,300.0,308.7,1496,50.2,112,0,0,0,0,0,0
699,L87097,L,300.1,309.9,961,26.6,29,0,0,0,0,0,0
700,L32578,L,298.8,309.3,1573,38.3,81,0,0,0,0,0,0
701,L22787,L,299.3,310.0,1637,49.4,218,0,0,0,0,0,0
702,L82048,L,299.5,311.1,1462,32.8,143,0,0,0,0,0,0
703,L62879,L,301.6,312.1,1295,24.6,211,0,0,0,0,0,0
704,L20596,L,299.7,310.0,1519,56.9,104,0,0,0,0,0,0
705,L70669,L,301.6,311.2,1451,47.9,46,0,0,0,0,0,0
706,H29930,H,301.2,310.5,1363,48.2,27,0,0,0,0,0,0
707,L57950,L,301.1,312.1,1347,39.0,148,0,0,0,0,0,0
708,M28687,M,302.8,313.7,1565,46.3,40,0,0,0,0,0,0
709,L62833,L,297.8,306.7,1699,15.1,44,0,0,0,0,0,0
710,M45989,M,299.1,309.8,1620,35.5,96,0,0,0,0,0,0
711,M40183,M,303.5,314.2,1228,49.3,111,0,0,0,0,0,0
712,L30758,L,299.5,308.4,1648,26.0,200,0,0,0,0,0,0
713,L11082,L,294.4,304.9,1676,36.6,191,0,0,0,0,0,0
714,L55891,L,299.6,308.5,1787,43.1,215,0,0,0,0,0,0
715,L55810,L,300.3,307.8,1367,32.1,140,1,0,1,0,0,0
716,H56901,H,294.8,304.6,1527,40.0,221,0,0,0,0,0,0
717,M93512,M,302.7,312.9,1639,43.7,237,0,0,0,0,0,0
718,H81062,H,298.6,308.5,1443,42.9,170,0,0,0,0,0,0
719,L31563,L,300.7,313.5,1636,35.9,224,0,0,0,0,0,0
720,M82008,M,299.5,309.9,1533,31.6,118,0,0,0,0,0,0
721,H12775,H,297.4,307.6,1386,43.8,109,0,0,0,0,0,0
722,L25828,L,297.9,308.3,1401,43.3,116,0,0,0,0,0,0
723,L27974,L,298.1,307.7,1761,42.8,57,0,0,0,0,0,0
724,M32388,M,302.2,313.1,1359,41.0,215,0,0,0,0,0,0
725,L90591,L,299.7,310.1,1328,43.3,19,0,0,0,0,0,0
726,M28615,M,299.0,309.3,1599,48.6,113,0,0,0,0,0,0
727,L47886,L,298.1,307.5,1532,43.0,190,0,0,0,0,0,0
728,M32838,M,302.4,310.8,1303,40.9,0,1,0,1,0,0,0
729,L50728,L,302.9,312.4,1445,34.7,22,0,0,0,0,0,0
730,L88000,L,302.4,312.7,1391,53.7,32,0,0,0,0,0,0
731,L62798,L,301.0,310.5,1423,28.7,184,0,0,0,0,0,0
732,M82776,M,300.6,310.9,1989,37.9,208,0,0,0,0,0,0
733,M80478,M,297.6,307.3,1483,34.8,181,0,0,0,0,0,0
734,L29622,L,299.5,309.9,1380,21.7,193,0,0,0,0,0,0
735,L23536,L,298.6,307.7,1899,43.4,94,0,0,0,0,0,0
736,M77136,M,296.3,306.5,1696,37.9,122,0,0,0,0,0,0
737,L15700,L,302.1,311.5,1667,40.2,158,0,0,0,0,0,0
738,M48839,M,298.6,307.1,1388,38.1,181,0,0,0,0,0,0
739,L20248,L,302.4,312.2,1751,47.4,245,1,0,0,0,1,0
740,L55291,L,301.8,313.3,1684,48.7,143,0,0,0,0,0,0
741,L92629,L,301.1,309.7,1564,28.9,164,0,0,0,0,0,0
742,L94891,L,301.2,311.3,1230,57.5,100,0,0,0,0,0,0
743,M27177,M,298.8,309.6,1534,37.5,247,0,0,0,0,0,0
744,L29483,L,303.7,316.0,1847,45.8,134,0,0,0,0,0,0
745,L53815,L,300.1,309.6,1577,41.7,244,0,0,0,0,0,0
746,M48533,M,300.6,310.0,1470,41.0,227,0,0,0,0,0,0
747,L10026,L,298.7,307.5,1497,45.4,0,0,0,0,0,0,0
748,L70611,L,298.1,309.3,1509,53.0,221,1,0,0,0,1,0
749,H97242,H,301.0,310.1,1394,47.6,145,0,0,0,0,0,0
750,M34660,M,300.4,310.1,1530,37.5,169,0,0,0,0,0,0
